[0,0,0,0,0,0,0]=> size : 18190, iter: 0
[7,8,0,0,0,1,0]=> size : 48, iter: 2
[7,7,0,1,0,0,0]=> size : 250, iter: 2
[7,7,0,0,1,0,0]=> size : 615, iter: 2
[7,7,0,0,2,0,0]=> size : 234, iter: 2
[7,7,0,0,0,1,0]=> size : 58, iter: 2
[7,6,0,1,0,0,0]=> size : 320, iter: 2
[7,6,0,1,1,0,0]=> size : 61, iter: 2
[7,6,0,0,1,0,0]=> size : 666, iter: 4
[7,6,0,0,2,0,0]=> size : 284, iter: 2
[7,6,0,0,1,1,0]=> size : 33, iter: 2
[7,6,0,0,0,1,0]=> size : 64, iter: 2
[7,5,0,1,0,0,0]=> size : 339, iter: 2
[7,5,0,1,1,0,0]=> size : 67, iter: 2
[7,5,0,0,1,0,0]=> size : 690, iter: 4
[7,5,0,0,2,0,0]=> size : 309, iter: 2
[7,5,0,0,3,0,0]=> size : 34, iter: 2
[7,5,0,0,1,1,0]=> size : 36, iter: 2
[7,5,0,0,0,1,0]=> size : 65, iter: 2
[7,4,0,1,0,0,0]=> size : 371, iter: 2
[7,4,0,1,1,0,0]=> size : 81, iter: 2
[7,4,0,0,1,0,0]=> size : 731, iter: 4
[7,4,0,0,2,0,0]=> size : 315, iter: 2
[7,4,0,0,3,0,0]=> size : 34, iter: 2
[7,4,0,0,1,1,0]=> size : 40, iter: 2
[7,4,0,0,0,1,0]=> size : 66, iter: 2
[7,3,0,1,0,0,0]=> size : 395, iter: 2
[7,3,0,1,1,0,0]=> size : 81, iter: 2
[7,3,0,0,1,0,0]=> size : 764, iter: 4
[7,3,0,0,2,0,0]=> size : 316, iter: 2
[7,3,0,0,3,0,0]=> size : 34, iter: 2
[7,3,0,0,1,1,0]=> size : 43, iter: 2
[7,3,0,0,0,1,0]=> size : 73, iter: 2
[7,2,0,1,0,0,0]=> size : 400, iter: 2
[7,2,0,1,1,0,0]=> size : 81, iter: 2
[7,2,0,0,1,0,0]=> size : 799, iter: 3
[7,2,0,0,2,0,0]=> size : 316, iter: 4
[7,2,0,0,3,0,0]=> size : 34, iter: 2
[7,2,0,0,1,1,0]=> size : 43, iter: 2
[7,2,0,0,0,1,0]=> size : 73, iter: 2
[7,1,0,1,0,0,0]=> size : 405, iter: 2
[7,1,0,1,1,0,0]=> size : 93, iter: 2
[7,1,0,0,1,0,0]=> size : 806, iter: 5
[7,1,0,0,2,0,0]=> size : 355, iter: 4
[7,1,0,0,3,0,0]=> size : 34, iter: 2
[7,1,0,0,1,1,0]=> size : 43, iter: 2
[7,1,0,0,0,1,0]=> size : 75, iter: 2
[7,0,0,1,0,0,0]=> size : 406, iter: 2
[7,0,0,1,1,0,0]=> size : 93, iter: 2
[7,0,0,0,1,0,0]=> size : 808, iter: 5
[7,0,0,0,2,0,0]=> size : 355, iter: 4
[7,0,0,0,3,0,0]=> size : 34, iter: 2
[7,0,0,0,1,1,0]=> size : 43, iter: 2
[7,0,0,0,0,1,0]=> size : 75, iter: 2
[6,1,0,0,0,0,0]=> size : 2923, iter: 3
[6,2,0,0,0,0,0]=> size : 2647, iter: 3
[6,3,0,0,0,0,0]=> size : 2400, iter: 2
[6,4,0,0,0,0,0]=> size : 2167, iter: 3
[6,5,0,0,0,0,0]=> size : 1960, iter: 3
[6,6,0,0,0,0,0]=> size : 1769, iter: 2
[6,7,0,0,0,0,0]=> size : 1625, iter: 2
[6,8,0,0,0,0,0]=> size : 1482, iter: 2
[6,9,0,0,0,0,0]=> size : 1329, iter: 2
[6,10,0,0,0,0,0]=> size : 1201, iter: 2
[6,11,0,0,0,0,0]=> size : 1091, iter: 2
[6,12,0,0,0,0,0]=> size : 974, iter: 2
[6,13,0,0,0,0,0]=> size : 860, iter: 2
[6,14,0,0,0,0,0]=> size : 789, iter: 2
[6,15,0,0,0,0,0]=> size : 651, iter: 2
[6,16,0,0,0,0,0]=> size : 591, iter: 2
[6,17,0,0,0,0,0]=> size : 493, iter: 2
[6,18,0,0,0,0,0]=> size : 354, iter: 2
[6,15,0,0,1,0,0]=> size : 304, iter: 2
[6,14,0,0,1,0,0]=> size : 388, iter: 4
[6,13,0,0,1,0,0]=> size : 435, iter: 2
[6,12,0,0,1,0,0]=> size : 481, iter: 2
[6,11,0,1,0,0,0]=> size : 195, iter: 5
[6,11,0,0,1,0,0]=> size : 539, iter: 2
[6,11,0,0,2,0,0]=> size : 208, iter: 2
[6,10,0,1,0,0,0]=> size : 227, iter: 4
[6,10,0,0,1,0,0]=> size : 580, iter: 2
[6,10,0,0,2,0,0]=> size : 268, iter: 2
[6,9,0,1,0,0,0]=> size : 261, iter: 4
[6,9,0,1,1,0,0]=> size : 61, iter: 2
[6,9,0,0,1,0,0]=> size : 651, iter: 3
[6,9,0,0,2,0,0]=> size : 318, iter: 2
[6,9,0,0,0,1,0]=> size : 48, iter: 2
[6,8,0,1,0,0,0]=> size : 325, iter: 2
[6,8,0,1,1,0,0]=> size : 82, iter: 2
[6,8,0,0,1,0,0]=> size : 696, iter: 3
[6,8,0,0,2,0,0]=> size : 358, iter: 2
[6,8,0,0,0,1,0]=> size : 58, iter: 2
[6,7,0,1,0,0,0]=> size : 351, iter: 2
[6,7,0,1,1,0,0]=> size : 121, iter: 2
[6,7,0,0,1,0,0]=> size : 746, iter: 3
[6,7,0,0,2,0,0]=> size : 379, iter: 2
[6,7,0,0,3,0,0]=> size : 33, iter: 2
[6,7,0,0,1,1,0]=> size : 44, iter: 2
[6,7,0,0,0,1,0]=> size : 62, iter: 2
[6,6,0,1,0,0,0]=> size : 382, iter: 2
[6,6,0,1,1,0,0]=> size : 131, iter: 2
[6,6,0,0,1,0,0]=> size : 824, iter: 2
[6,6,0,0,2,0,0]=> size : 433, iter: 2
[6,6,0,0,3,0,0]=> size : 45, iter: 2
[6,6,0,0,1,1,0]=> size : 47, iter: 2
[6,6,0,0,0,1,0]=> size : 74, iter: 2
[6,5,0,1,0,0,0]=> size : 406, iter: 2
[6,5,0,1,1,0,0]=> size : 140, iter: 2
[6,5,0,0,1,0,0]=> size : 878, iter: 2
[6,5,0,0,2,0,0]=> size : 441, iter: 3
[6,5,0,0,3,0,0]=> size : 48, iter: 4
[6,5,0,0,1,1,0]=> size : 53, iter: 2
[6,5,0,0,0,1,0]=> size : 76, iter: 2
[6,4,0,1,0,0,0]=> size : 450, iter: 2
[6,4,0,1,1,0,0]=> size : 181, iter: 3
[6,4,0,0,1,0,0]=> size : 928, iter: 4
[6,4,0,0,2,0,0]=> size : 448, iter: 3
[6,4,0,0,3,0,0]=> size : 48, iter: 4
[6,4,0,0,1,1,0]=> size : 56, iter: 2
[6,4,0,0,0,1,0]=> size : 80, iter: 2
[6,3,0,1,0,0,0]=> size : 467, iter: 2
[6,3,0,1,1,0,0]=> size : 182, iter: 3
[6,3,0,0,1,0,0]=> size : 969, iter: 4
[6,3,0,0,2,0,0]=> size : 451, iter: 5
[6,3,0,0,3,0,0]=> size : 48, iter: 4
[6,3,0,0,1,1,0]=> size : 57, iter: 2
[6,3,0,0,0,1,0]=> size : 83, iter: 2
[6,2,0,1,0,0,0]=> size : 474, iter: 3
[6,2,0,1,1,0,0]=> size : 183, iter: 3
[6,2,0,0,1,0,0]=> size : 999, iter: 2
[6,2,0,0,2,0,0]=> size : 490, iter: 3
[6,2,0,0,3,0,0]=> size : 48, iter: 5
[6,2,0,0,1,1,0]=> size : 57, iter: 2
[6,2,0,0,0,1,0]=> size : 83, iter: 2
[6,1,0,1,0,0,0]=> size : 477, iter: 3
[6,1,0,1,1,0,0]=> size : 210, iter: 2
[6,1,0,0,1,0,0]=> size : 1007, iter: 2
[6,1,0,0,2,0,0]=> size : 525, iter: 3
[6,1,0,0,3,0,0]=> size : 48, iter: 5
[6,1,0,0,1,1,0]=> size : 57, iter: 2
[6,1,0,0,0,1,0]=> size : 86, iter: 2
[6,0,0,1,0,0,0]=> size : 479, iter: 3
[6,0,0,1,1,0,0]=> size : 210, iter: 2
[6,0,0,0,1,0,0]=> size : 1010, iter: 2
[6,0,0,0,2,0,0]=> size : 525, iter: 3
[6,0,0,0,3,0,0]=> size : 48, iter: 5
[6,0,0,0,1,1,0]=> size : 57, iter: 2
[6,0,0,0,0,1,0]=> size : 86, iter: 2
[5,1,0,0,0,0,0]=> size : 3648, iter: 2
[5,2,0,0,0,0,0]=> size : 3262, iter: 2
[5,3,0,0,0,0,0]=> size : 2953, iter: 2
[5,4,0,0,0,0,0]=> size : 2617, iter: 2
[5,5,0,0,0,0,0]=> size : 2361, iter: 2
[5,6,0,0,0,0,0]=> size : 2108, iter: 3
[5,7,0,0,0,0,0]=> size : 1898, iter: 2
[5,8,0,0,0,0,0]=> size : 1701, iter: 2
[5,9,0,0,0,0,0]=> size : 1546, iter: 2
[5,10,0,0,0,0,0]=> size : 1412, iter: 2
[5,11,0,0,0,0,0]=> size : 1282, iter: 3
[5,12,0,0,0,0,0]=> size : 1147, iter: 2
[5,13,0,0,0,0,0]=> size : 1020, iter: 2
[5,14,0,0,0,0,0]=> size : 943, iter: 2
[5,15,0,0,0,0,0]=> size : 873, iter: 2
[5,16,0,0,0,0,0]=> size : 701, iter: 2
[5,17,0,0,0,0,0]=> size : 604, iter: 2
[5,18,0,0,0,0,0]=> size : 504, iter: 3
[5,19,0,0,0,0,0]=> size : 362, iter: 2
[5,16,0,0,1,0,0]=> size : 277, iter: 2
[5,15,0,0,1,0,0]=> size : 408, iter: 2
[5,14,0,0,1,0,0]=> size : 463, iter: 2
[5,13,0,1,0,0,0]=> size : 139, iter: 2
[5,13,0,0,1,0,0]=> size : 517, iter: 2
[5,13,0,0,2,0,0]=> size : 115, iter: 2
[5,12,0,1,0,0,0]=> size : 176, iter: 2
[5,12,0,0,1,0,0]=> size : 611, iter: 3
[5,12,0,0,2,0,0]=> size : 175, iter: 2
[5,11,0,1,0,0,0]=> size : 238, iter: 2
[5,11,0,1,1,0,0]=> size : 95, iter: 2
[5,11,0,0,1,0,0]=> size : 669, iter: 2
[5,11,0,0,2,0,0]=> size : 303, iter: 2
[5,10,0,1,0,0,0]=> size : 283, iter: 2
[5,10,0,1,1,0,0]=> size : 108, iter: 2
[5,10,0,0,1,0,0]=> size : 734, iter: 4
[5,10,0,0,2,0,0]=> size : 373, iter: 2
[5,9,0,1,0,0,0]=> size : 322, iter: 4
[5,9,0,1,1,0,0]=> size : 126, iter: 2
[5,9,0,0,1,0,0]=> size : 798, iter: 2
[5,9,0,0,2,0,0]=> size : 436, iter: 2
[5,9,0,0,0,1,0]=> size : 52, iter: 2
[5,8,0,1,0,0,0]=> size : 401, iter: 2
[5,8,0,1,1,0,0]=> size : 176, iter: 2
[5,8,0,0,1,0,0]=> size : 852, iter: 2
[5,8,0,0,2,0,0]=> size : 467, iter: 2
[5,8,0,0,1,1,0]=> size : 33, iter: 2
[5,8,0,0,0,1,0]=> size : 61, iter: 2
[5,7,0,1,0,0,0]=> size : 446, iter: 3
[5,7,0,1,1,0,0]=> size : 184, iter: 2
[5,7,0,0,1,0,0]=> size : 921, iter: 2
[5,7,0,0,2,0,0]=> size : 514, iter: 2
[5,7,0,0,3,0,0]=> size : 38, iter: 3
[5,7,0,0,1,1,0]=> size : 49, iter: 2
[5,7,0,0,0,1,0]=> size : 68, iter: 2
[5,6,1,0,0,0,0]=> size : 35, iter: 2
[5,6,0,1,0,0,0]=> size : 482, iter: 2
[5,6,0,1,1,0,0]=> size : 191, iter: 3
[5,6,0,0,1,0,0]=> size : 1034, iter: 2
[5,6,0,0,2,0,0]=> size : 543, iter: 4
[5,6,0,0,3,0,0]=> size : 56, iter: 3
[5,6,0,0,1,1,0]=> size : 49, iter: 2
[5,6,0,0,0,1,0]=> size : 78, iter: 2
[5,5,1,0,0,0,0]=> size : 40, iter: 2
[5,5,1,0,1,0,0]=> size : 18, iter: 2
[5,5,0,1,0,0,0]=> size : 532, iter: 2
[5,5,0,2,0,0,0]=> size : 49, iter: 3
[5,5,0,1,1,0,0]=> size : 222, iter: 3
[5,5,0,1,2,0,0]=> size : 34, iter: 4
[5,5,0,0,1,0,0]=> size : 1097, iter: 3
[5,5,0,0,2,0,0]=> size : 580, iter: 2
[5,5,0,0,3,0,0]=> size : 119, iter: 3
[5,5,0,0,1,1,0]=> size : 57, iter: 2
[5,5,0,0,0,1,0]=> size : 84, iter: 2
[5,4,1,0,0,0,0]=> size : 42, iter: 2
[5,4,1,0,1,0,0]=> size : 18, iter: 2
[5,4,0,1,0,0,0]=> size : 570, iter: 2
[5,4,0,2,0,0,0]=> size : 57, iter: 3
[5,4,0,1,1,0,0]=> size : 248, iter: 3
[5,4,0,1,2,0,0]=> size : 34, iter: 7
[5,4,0,0,1,0,0]=> size : 1160, iter: 3
[5,4,0,0,2,0,0]=> size : 615, iter: 2
[5,4,0,0,3,0,0]=> size : 120, iter: 3
[5,4,0,0,1,1,0]=> size : 60, iter: 2
[5,4,0,0,0,1,0]=> size : 92, iter: 2
[5,4,0,0,0,2,0]=> size : 31, iter: 2
[5,3,1,0,0,0,0]=> size : 48, iter: 2
[5,3,1,0,1,0,0]=> size : 18, iter: 2
[5,3,0,1,0,0,0]=> size : 584, iter: 2
[5,3,0,2,0,0,0]=> size : 71, iter: 10
[5,3,0,1,1,0,0]=> size : 263, iter: 3
[5,3,0,1,2,0,0]=> size : 76, iter: 3
[5,3,0,0,1,0,0]=> size : 1222, iter: 2
[5,3,0,0,2,0,0]=> size : 628, iter: 2
[5,3,0,0,3,0,0]=> size : 226, iter: 4
[5,3,0,0,1,1,0]=> size : 61, iter: 2
[5,3,0,0,0,1,0]=> size : 97, iter: 2
[5,3,0,0,0,2,0]=> size : 33, iter: 2
[5,2,1,0,0,0,0]=> size : 49, iter: 2
[5,2,1,0,1,0,0]=> size : 18, iter: 2
[5,2,0,1,0,0,0]=> size : 603, iter: 2
[5,2,0,2,0,0,0]=> size : 121, iter: 4
[5,2,0,1,1,0,0]=> size : 267, iter: 3
[5,2,0,1,2,0,0]=> size : 79, iter: 3
[5,2,0,0,1,0,0]=> size : 1286, iter: 2
[5,2,0,0,2,0,0]=> size : 642, iter: 2
[5,2,0,0,3,0,0]=> size : 263, iter: 2
[5,2,0,0,1,1,0]=> size : 61, iter: 2
[5,2,0,0,1,2,0]=> size : 27, iter: 2
[5,2,0,0,0,1,0]=> size : 100, iter: 2
[5,2,0,0,0,2,0]=> size : 39, iter: 2
[5,1,1,0,0,0,0]=> size : 49, iter: 2
[5,1,1,0,1,0,0]=> size : 18, iter: 2
[5,1,0,1,0,0,0]=> size : 619, iter: 2
[5,1,0,2,0,0,0]=> size : 123, iter: 4
[5,1,0,1,1,0,0]=> size : 275, iter: 6
[5,1,0,1,2,0,0]=> size : 95, iter: 3
[5,1,0,1,0,1,0]=> size : 22, iter: 2
[5,1,0,0,1,0,0]=> size : 1305, iter: 2
[5,1,0,0,2,0,0]=> size : 649, iter: 2
[5,1,0,0,3,0,0]=> size : 308, iter: 2
[5,1,0,0,1,1,0]=> size : 61, iter: 2
[5,1,0,0,1,2,0]=> size : 27, iter: 2
[5,1,0,0,0,1,0]=> size : 102, iter: 2
[5,1,0,0,0,2,0]=> size : 40, iter: 2
[5,0,1,0,0,0,0]=> size : 49, iter: 2
[5,0,1,0,1,0,0]=> size : 18, iter: 2
[5,0,0,1,0,0,0]=> size : 626, iter: 2
[5,0,0,2,0,0,0]=> size : 124, iter: 4
[5,0,0,1,1,0,0]=> size : 275, iter: 6
[5,0,0,1,2,0,0]=> size : 95, iter: 3
[5,0,0,1,0,1,0]=> size : 22, iter: 2
[5,0,0,0,1,0,0]=> size : 1312, iter: 2
[5,0,0,0,2,0,0]=> size : 649, iter: 2
[5,0,0,0,3,0,0]=> size : 312, iter: 2
[5,0,0,0,1,1,0]=> size : 61, iter: 2
[5,0,0,0,1,2,0]=> size : 27, iter: 2
[5,0,0,0,0,1,0]=> size : 103, iter: 2
[5,0,0,0,0,2,0]=> size : 40, iter: 2
[4,1,0,0,0,0,0]=> size : 4488, iter: 2
[4,2,0,0,0,0,0]=> size : 3982, iter: 2
